"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 11 11:42:44 ART 2024","Thu Apr 11 11:43:01 ART 2024","16964","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Percentage - SKU Multiplier campaign",""
"passed","Thu Apr 11 11:59:03 ART 2024","Thu Apr 11 11:59:04 ART 2024","307","","Admin Login Suite","","","","""before each"" hook for Admin Login Suite",""
"passed","Fri Mar 08 12:37:59 ART 2024","Fri Mar 08 12:38:01 ART 2024","2171","","Merchant Login Suite","","","","""before each"" hook for Merchant Login Suite",""
"passed","Tue Mar 19 14:54:14 ART 2024","Tue Mar 19 14:54:30 ART 2024","15891","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Fixed - SKU Fixed campaign",""
"skipped","Fri Mar 08 12:37:56 ART 2024","Fri Mar 08 12:37:56 ART 2024","0","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert modal logo is correct and visible",""
"passed","Tue May 28 13:27:42 ART 2024","Tue May 28 13:27:42 ART 2024","2","","Test Shopify Post To SDK functionality","","","","""before each"" hook for Test Shopify Post To SDK functionality",""
"skipped","Fri Mar 08 12:36:12 ART 2024","Fri Mar 08 12:36:12 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Fixed - Discount Code Fixed campaign",""
"skipped","Fri Mar 08 12:36:12 ART 2024","Fri Mar 08 12:36:12 ART 2024","1","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Disabled - SKU Fixed campaign",""
"skipped","Tue May 28 13:28:53 ART 2024","Tue May 28 13:28:53 ART 2024","0","","Test Shopify Post To SDK functionality","","","","assert OrderID, GrossAmount and Payment Status are properly saved in the token and properly added to the DB - Dual message",""
"passed","Tue Mar 19 17:02:49 ART 2024","Tue Mar 19 17:03:42 ART 2024","52740","","Test the successful capture of a payment on a Dual Message merchant by an admin","","","","""before each"" hook for Test the successful capture of a payment on a Dual Message merchant by an admin",""
"skipped","Tue Mar 19 14:47:50 ART 2024","Tue Mar 19 14:47:50 ART 2024","0","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert modal logo is correct and visible",""
"passed","Tue May 28 14:03:14 ART 2024","Tue May 28 14:03:15 ART 2024","1154","","Test applicant cannot create a standalone account creation flow without accepting disclosures","","","","""after each"" hook for Test applicant cannot create a standalone account creation flow without accepting disclosures",""
"passed","Mon Apr 01 21:15:16 ART 2024","Mon Apr 01 21:15:18 ART 2024","1594","","","","","","assert Tandym Modal is not accesible with invalid Merchant Api Key and Domain",""
"passed","Tue Mar 19 14:49:09 ART 2024","Tue Mar 19 14:49:12 ART 2024","2681","","Test the unsuccessful Standalone account creation flow as a Credit Accountholder","","","","assert Credit Accountholder already has a Tandym Account",""
"broken","Thu Apr 11 01:05:38 ART 2024","Thu Apr 11 01:05:54 ART 2024","16192","","Test the Heidi Daus's PDP Tandym Widget","","","","""before all"" hook for Test the Heidi Daus's PDP Tandym Widget",""
"passed","Tue Mar 19 14:43:44 ART 2024","Tue Mar 19 14:43:46 ART 2024","2405","","Admin Login Suite","","","","Verify user cannot login with invalid password",""
"passed","Thu Apr 11 11:43:18 ART 2024","Thu Apr 11 11:43:34 ART 2024","16334","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Fixed - No campaigns",""
"passed","Tue Mar 12 14:55:16 ART 2024","Tue Mar 12 14:56:21 ART 2024","65189","","Test Shopify Post To SDK functionality","","","","assert OrderID, GrossAmount and Payment Status are properly saved in the token and properly added to the DB",""
"passed","Tue May 28 13:59:17 ART 2024","Tue May 28 14:00:03 ART 2024","45899","","Test the successful Standalone account creation flow as an Applicant","","","","assert the creation of a Debit Account via Standalone",""
"passed","Tue Mar 19 14:47:16 ART 2024","Tue Mar 19 14:47:27 ART 2024","11392","","Test the successful Purchase completion flow as a Credit customer","","","","assert placing a 2nd+ order as a Credit Accountholder",""
"skipped","Tue May 21 19:14:25 ART 2024","Tue May 21 19:14:25 ART 2024","0","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert modal logo is correct and visible",""
"passed","Thu Apr 11 11:44:08 ART 2024","Thu Apr 11 11:44:25 ART 2024","16381","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Fixed - SKU Multiplier campaign",""
"broken","Tue May 21 19:04:35 ART 2024","Tue May 21 19:05:12 ART 2024","37580","","Test the unsuccessful Purchase completion flow","","","","assert Credit Accountholder is rejected by Alloy due to exceeding Credit Limit",""
"passed","Tue Mar 19 14:46:43 ART 2024","Tue Mar 19 14:47:08 ART 2024","25271","","Test Magento Post To SDK functionality","","","","""before each"" hook for Test Magento Post To SDK functionality",""
"passed","Thu Apr 11 01:08:25 ART 2024","Thu Apr 11 01:09:08 ART 2024","43321","","Test the successful Standalone account creation flow as an Applicant","","","","assert the creation of a Debit Account via Standalone",""
"passed","Tue Mar 19 14:45:43 ART 2024","Tue Mar 19 14:46:29 ART 2024","45548","","Test the successful capture of a payment on a Dual Message merchant by an admin","","","","assert admin can fully capture a payment",""
"broken","Tue May 21 18:55:22 ART 2024","Tue May 21 18:55:55 ART 2024","32594","","Test the successful Rewards creation by an admin","","","","Assert admin can set New account incentive as Instant Discount percentage off",""
"passed","Tue May 28 14:01:30 ART 2024","Tue May 28 14:01:51 ART 2024","20714","","Test the Standalone You're Approved screen as a Credit Applicant","","","","assert You're approved screen as Credit Applicant - Merchant with NAI Instant Discount Fixed",""
"broken","Tue May 21 18:49:26 ART 2024","Tue May 21 18:49:42 ART 2024","15840","","Test the successful Campaign creation by an admin","","","","assert admin creates a campaign using discount code and multiplier boost",""
"passed","Tue May 21 19:20:46 ART 2024","Tue May 21 19:21:43 ART 2024","57150","","Test Woocommerce Post To SDK functionality","","","","assert OrderID, GrossAmount and Payment Status are properly saved in the token and properly added to the DB",""
"skipped","Tue May 21 19:14:25 ART 2024","Tue May 21 19:14:25 ART 2024","1","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert Save block subtitle is correct and visible",""
"passed","Fri Mar 08 12:27:09 ART 2024","Fri Mar 08 12:27:54 ART 2024","45564","","Test the successful capture of a payment on a Dual Message merchant by an admin","","","","assert admin can fully capture a payment",""
"skipped","Fri Mar 08 12:36:12 ART 2024","Fri Mar 08 12:36:12 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Fixed - Discount Code Multiplier campaign",""
"passed","Tue Mar 19 14:43:48 ART 2024","Tue Mar 19 14:43:50 ART 2024","1786","","Admin Login Suite","","","","Verify proper warning displays when user enters an invalid email format",""
"skipped","Tue Mar 19 14:47:50 ART 2024","Tue Mar 19 14:47:50 ART 2024","1","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert Save block Original Total is correct and visible",""
"passed","Tue Mar 19 14:47:53 ART 2024","Tue Mar 19 14:47:58 ART 2024","4548","","Merchant Login Suite","","","","Verify merchant can successfully login",""
"passed","Wed Mar 20 16:42:56 ART 2024","Wed Mar 20 16:43:19 ART 2024","22747","","Test the successful void of a payment on a Dual Message merchant","","","","""before each"" hook for Test the successful void of a payment on a Dual Message merchant",""
"passed","Thu Apr 11 11:58:58 ART 2024","Thu Apr 11 11:58:59 ART 2024","1223","","Admin Login Suite","","","","Verify user cannot login with unregistered email",""
"skipped","Tue May 21 19:11:34 ART 2024","Tue May 21 19:11:34 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Fixed - SKU Multiplier campaign",""
"skipped","Fri Mar 08 12:36:12 ART 2024","Fri Mar 08 12:36:12 ART 2024","1","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Fixed - SKU Fixed campaign",""
"passed","Tue Mar 12 14:54:15 ART 2024","Tue Mar 12 14:54:40 ART 2024","24867","","Test Magento Post To SDK functionality","","","","""before each"" hook for Test Magento Post To SDK functionality",""
"skipped","Fri Mar 08 12:36:12 ART 2024","Fri Mar 08 12:36:12 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Multiplier - No campaigns",""
"skipped","Tue May 21 19:11:34 ART 2024","Tue May 21 19:11:34 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Multiplier - No campaigns",""
"skipped","Fri Mar 08 12:36:12 ART 2024","Fri Mar 08 12:36:12 ART 2024","1","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Percentage - No campaigns",""
"skipped","Tue Mar 19 14:47:50 ART 2024","Tue Mar 19 14:47:50 ART 2024","1","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert Earn block earn message is correct and visible",""
"broken","Tue May 21 18:59:48 ART 2024","Tue May 21 19:00:39 ART 2024","50716","","Test Registration of Accountholders","","","","Verify applicant signs up successfully with debit at checkout",""
"passed","Tue Mar 19 14:49:26 ART 2024","Tue Mar 19 14:49:39 ART 2024","13084","","Test the Standalone You're Approved screen as a Credit Applicant","","","","assert You're approved screen as Credit Applicant - Merchant with NAI Instant Discount Percentage",""
"passed","Tue Mar 19 14:48:22 ART 2024","Tue Mar 19 14:48:30 ART 2024","7879","","Test the Servicing Portal","","","","assert Accountholder cannot login using invalid OTP in the Servicing Portal",""
"skipped","Tue May 21 19:16:21 ART 2024","Tue May 21 19:16:21 ART 2024","0","","Test Shopify Post To SDK functionality","","","","assert OrderID, GrossAmount and Payment Status are properly saved in the token and properly added to the DB - Dual message",""
"skipped","Fri Mar 08 12:36:12 ART 2024","Fri Mar 08 12:36:12 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Disabled - No campaigns",""
"passed","Tue May 21 19:14:57 ART 2024","Tue May 21 19:15:04 ART 2024","7773","","Test the Servicing Portal","","","","assert Accountholder cannot login using invalid OTP in the Servicing Portal",""
"passed","Tue Mar 12 14:55:16 ART 2024","Tue Mar 12 14:55:16 ART 2024","2","","Test Shopify Post To SDK functionality","","","","""before each"" hook for Test Shopify Post To SDK functionality",""
"skipped","Tue May 28 12:42:38 ART 2024","Tue May 28 12:42:38 ART 2024","1","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert Save block Original Total is correct and visible",""
"passed","Tue Mar 12 14:22:51 ART 2024","Tue Mar 12 14:23:17 ART 2024","26702","","Test the successful Purchase completion in Express Checkout","","","","""before each"" hook for Test the successful Purchase completion in Express Checkout",""
"passed","Thu Apr 11 01:13:05 ART 2024","Thu Apr 11 01:13:18 ART 2024","12890","","Test applicant cannot create a standalone account creation flow without accepting disclosures","","","","assert Applicant cannot create a standalone Debit account without accepting disclosures",""
"broken","Tue Mar 19 14:47:23 ART 2024","Tue Mar 19 14:49:15 ART 2024","111713","","Test the successful Purchase completion in Express Checkout","","","","assert placing an order as a Debit Applicant on Express Checkout and success message includes correct merchant information",""
"passed","Tue May 28 13:22:22 ART 2024","Tue May 28 13:23:13 ART 2024","51099","","Test the successful capture of a payment on a Dual Message merchant by an admin","","","","assert admin cannot capture an already partially captured payment",""
"passed","Thu Apr 11 11:45:37 ART 2024","Thu Apr 11 11:45:55 ART 2024","17707","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Multiplier - SKU Multiplier campaign",""
"passed","Tue May 21 18:56:34 ART 2024","Tue May 21 18:56:48 ART 2024","14182","","Test the successful Rewards creation by an admin","","","","Assert merchant user cannot access rewards tab",""
"passed","Tue May 21 18:58:07 ART 2024","Tue May 21 18:58:39 ART 2024","31557","","Test the successful void of a payment on a Dual Message merchant","","","","""before each"" hook for Test the successful void of a payment on a Dual Message merchant",""
"passed","Tue May 21 14:00:06 ART 2024","Tue May 21 14:00:09 ART 2024","3817","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","""before all"" hook for Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal",""
"passed","Thu Apr 11 12:08:35 ART 2024","Thu Apr 11 12:08:37 ART 2024","1973","","Test the successful capture of a payment on a Dual Message merchant by a merchant manager","","","","assert merchant manager can fully capture a payment",""
"broken","Tue May 21 19:12:34 ART 2024","Tue May 21 19:14:16 ART 2024","102149","","Test Magento Post To SDK functionality","","","","assert OrderID, GrossAmount and Payment Status are properly saved in the token and properly added to the DB",""
"broken","Thu Apr 11 01:13:22 ART 2024","Thu Apr 11 01:13:35 ART 2024","12527","","Test Woocommerce Post To SDK functionality","","","","assert OrderID, GrossAmount and Payment Status are properly saved in the token and properly added to the DB",""
"passed","Thu Apr 11 11:44:41 ART 2024","Thu Apr 11 11:45:03 ART 2024","22044","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Multiplier - No campaigns",""
"passed","Tue May 28 12:19:09 ART 2024","Tue May 28 12:19:31 ART 2024","21982","","Test the successful Campaign creation by an admin","","","","assert admin creates a campaign using discount code and multiplier boost",""
"skipped","Tue May 21 19:14:25 ART 2024","Tue May 21 19:14:25 ART 2024","0","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert Save block discount message is correct and visible",""
"passed","Fri Mar 08 12:26:47 ART 2024","Fri Mar 08 12:27:09 ART 2024","21993","","Test the Capture flow of a Dual Message merchant by an admin","","","","assert admin cannot capture a payment with value 0",""
"broken","Tue May 21 19:07:00 ART 2024","Tue May 21 19:07:15 ART 2024","15108","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Disabled - SKU Multiplier campaign",""
"passed","Thu Apr 11 11:45:55 ART 2024","Thu Apr 11 11:46:13 ART 2024","18707","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Multiplier - SKU Fixed campaign",""
"passed","Tue May 21 18:50:20 ART 2024","Tue May 21 18:50:21 ART 2024","1741","","Admin Login Suite","","","","Verify user cannot login with invalid password",""
"passed","Fri Mar 08 12:30:15 ART 2024","Fri Mar 08 12:30:15 ART 2024","283","","Admin Login Suite","","","","""before each"" hook for Admin Login Suite",""
"passed","Fri Mar 08 12:37:55 ART 2024","Fri Mar 08 12:37:55 ART 2024","616","","Test the Heidi Daus's PDP Tandym Widget","","","","should assert widget Savings Badge is correct and visible",""
"passed","Tue Mar 19 14:47:45 ART 2024","Tue Mar 19 14:48:01 ART 2024","15386","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Disabled - No campaigns",""
"passed","Fri Mar 08 12:30:30 ART 2024","Fri Mar 08 12:30:42 ART 2024","12194","","Merchant Registration Suite","","","","Verify admin can add a bank account to a merchant entity",""
"passed","Thu Apr 11 00:50:18 ART 2024","Thu Apr 11 00:51:08 ART 2024","50535","","Test Registration of Accountholders","","","","Verify applicant signs up successfully with debit at checkout",""
"passed","Tue May 28 13:40:39 ART 2024","Tue May 28 13:42:34 ART 2024","114730","","Test the successful Purchase completion in Express Checkout","","","","assert placing an order as a Debit Applicant on Express Checkout and success message includes correct merchant information",""
"passed","Tue Mar 19 14:51:45 ART 2024","Tue Mar 19 14:52:00 ART 2024","14874","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Fixed - SKU Fixed campaign",""
"passed","Thu Mar 21 17:43:28 ART 2024","Thu Mar 21 17:44:23 ART 2024","54343","","Test the successful Refund flow as an admin","","","","assert admin issues a full refund on a debit order",""
"passed","Tue Mar 12 14:17:48 ART 2024","Tue Mar 12 14:17:48 ART 2024","2","","Test Shopify Post To SDK funtionality","","","","""before each"" hook for Test Shopify Post To SDK funtionality",""
"skipped","Tue May 28 14:11:34 ART 2024","Tue May 28 14:11:34 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Fixed - Discount Code Fixed campaign",""
"skipped","Tue May 21 19:11:34 ART 2024","Tue May 21 19:11:34 ART 2024","1","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Fixed - No campaigns",""
"passed","Fri Mar 08 12:31:18 ART 2024","Fri Mar 08 12:31:34 ART 2024","16486","","Admin in merchant user registration flow","","","","""before each"" hook for Admin in merchant user registration flow",""
"passed","Fri Apr 12 11:41:31 ART 2024","Fri Apr 12 11:41:55 ART 2024","23433","","Test the successful void of a payment on a Dual Message merchant","","","","""before each"" hook for Test the successful void of a payment on a Dual Message merchant",""
"passed","Tue May 28 12:43:19 ART 2024","Tue May 28 12:43:25 ART 2024","5513","","Test the Servicing Portal","","","","assert Accountholder cannot login with invalid credentials in the Servicing Portal",""
"passed","Tue Mar 19 14:43:53 ART 2024","Tue Mar 19 14:43:55 ART 2024","2040","","Admin Login Suite","","","","Verify admin cannot login with invalid OTP",""
"broken","Tue May 21 19:06:27 ART 2024","Tue May 21 19:07:00 ART 2024","33431","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Disabled - Discount Code Fixed campaign",""
"skipped","Fri Mar 08 12:36:12 ART 2024","Fri Mar 08 12:36:12 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Multiplier - Discount Code Multiplier campaign",""
"skipped","Tue May 28 14:11:34 ART 2024","Tue May 28 14:11:34 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Fixed - Discount Code Multiplier campaign",""
"passed","Tue May 28 12:21:30 ART 2024","Tue May 28 12:21:33 ART 2024","2909","","Admin Login Suite","","","","Verify user cannot login with empty fields and proper alerts display",""
"passed","Tue Mar 19 14:49:58 ART 2024","Tue Mar 19 14:50:15 ART 2024","16611","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Percentage - Discount Code Fixed campaign",""
"passed","Tue May 28 12:21:33 ART 2024","Tue May 28 12:21:35 ART 2024","1920","","Admin Login Suite","","","","Verify admin cannot login with invalid OTP",""
"passed","Tue May 21 19:14:25 ART 2024","Tue May 21 19:14:25 ART 2024","602","","Test the Heidi Daus's PDP Tandym Widget","","","","should assert widget Logo is correct and visible",""
"broken","Tue May 21 18:54:33 ART 2024","Tue May 21 18:55:06 ART 2024","32296","","Test the successful Refund flow as an admin","","","","assert admin issues a partial refund on a single message debit order",""
"passed","Tue May 28 14:09:13 ART 2024","Tue May 28 14:09:31 ART 2024","18033","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Disabled - Discount Code Fixed campaign",""
"passed","Tue Mar 19 14:54:00 ART 2024","Tue Mar 19 14:54:14 ART 2024","14229","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Fixed - SKU Multiplier campaign",""
"passed","Tue May 28 12:20:27 ART 2024","Tue May 28 12:20:47 ART 2024","19901","","Test the successful Campaign creation by an admin","","","","assert admin creates a campaign using SKU and deactivates it",""
"broken","Tue May 21 18:50:34 ART 2024","Tue May 21 18:50:58 ART 2024","24733","","Merchant Registration Suite","","","","Verify admin can create a merchant entity",""
"passed","Fri Mar 08 12:38:35 ART 2024","Fri Mar 08 12:38:40 ART 2024","5526","","Test the Servicing Portal","","","","assert Accountholder cannot login with invalid credentials in the Servicing Portal",""
"passed","Tue May 28 12:43:11 ART 2024","Tue May 28 12:43:19 ART 2024","8002","","Test the Servicing Portal","","","","assert Accountholder cannot login using invalid OTP in the Servicing Portal",""
"passed","Tue Mar 19 14:50:07 ART 2024","Tue Mar 19 14:50:21 ART 2024","14097","","Test the Standalone You're Approved screen as a Credit Applicant","","","","assert You're approved screen as Credit Applicant - Merchant with NAI Boost Fixed",""
"skipped","Thu Apr 11 01:05:54 ART 2024","Thu Apr 11 01:05:54 ART 2024","0","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert Save block subtitle is correct and visible",""
"passed","Thu Feb 22 08:48:20 ART 2024","Thu Feb 22 08:48:50 ART 2024","30163","","","","","","assert Credit Applicant cannot place an order without accepting the disclosures",""
"passed","Tue May 28 12:27:19 ART 2024","Tue May 28 12:27:20 ART 2024","1116","","Test the successful Rewards creation by an admin","","","","""after each"" hook for Test the successful Rewards creation by an admin",""
"skipped","Fri Mar 08 12:36:12 ART 2024","Fri Mar 08 12:36:12 ART 2024","1","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Percentage - SKU Fixed campaign",""
"passed","Thu Feb 01 12:06:56 ART 2024","Thu Feb 01 12:07:06 ART 2024","9959","","Test the unsuccessful Purchase completion flow","","","","assert Credit Accountholder is rejected by Alloy due to exceeding Credit Limit",""
"passed","Thu Apr 11 11:46:30 ART 2024","Thu Apr 11 11:46:47 ART 2024","16709","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Fixed - Discount Code Multiplier campaign",""
"passed","Tue Mar 19 14:48:01 ART 2024","Tue Mar 19 14:48:22 ART 2024","20759","","Test the Servicing Portal","","","","assert Accountholder can login and logout from the Servicing Portal",""
"broken","Thu Mar 21 18:33:38 ART 2024","Thu Mar 21 18:33:42 ART 2024","4014","","Test the successful Refund flow as a merchant","","","","assert merchant issues a partial refund on a debit order",""
"passed","Tue May 21 19:14:19 ART 2024","Tue May 21 19:14:23 ART 2024","4477","","Test the Heidi Daus's PDP Tandym Widget","","","","""before all"" hook for Test the Heidi Daus's PDP Tandym Widget",""
"passed","Tue Mar 19 14:50:29 ART 2024","Tue Mar 19 14:50:45 ART 2024","15361","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Percentage - SKU Fixed campaign",""
"passed","Thu Apr 11 11:41:17 ART 2024","Thu Apr 11 11:41:33 ART 2024","16711","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Disabled - SKU Multiplier campaign",""
"passed","Fri Mar 08 12:27:54 ART 2024","Fri Mar 08 12:28:38 ART 2024","43396","","Test the successful capture of a payment on a Dual Message merchant by an admin","","","","assert admin can partially capture a payment",""
"passed","Thu Apr 11 01:12:19 ART 2024","Thu Apr 11 01:12:40 ART 2024","20966","","Test the Standalone You're Approved screen as a Credit Applicant","","","","assert You're approved screen as Credit Applicant - Merchant with NAI Boost Fixed",""
"passed","Tue May 28 14:10:41 ART 2024","Tue May 28 14:10:58 ART 2024","16867","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Percentage - Discount Code Fixed campaign",""
"passed","Thu Apr 11 11:43:01 ART 2024","Thu Apr 11 11:43:18 ART 2024","16832","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Percentage - SKU Fixed campaign",""
"passed","Thu Apr 11 01:12:40 ART 2024","Thu Apr 11 01:12:41 ART 2024","1112","","Test the Standalone You're Approved screen as a Credit Applicant","","","","""after each"" hook for Test the Standalone You're Approved screen as a Credit Applicant",""
"skipped","Tue Mar 19 14:47:50 ART 2024","Tue Mar 19 14:47:50 ART 2024","1","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert Save block discount message is correct and visible",""
"broken","Tue May 21 18:55:06 ART 2024","Tue May 21 18:55:20 ART 2024","14307","","Test the successful Refund flow as a merchant","","","","""before each"" hook for Test the successful Refund flow as a merchant",""
"passed","Tue Mar 19 14:47:16 ART 2024","Tue Mar 19 14:48:03 ART 2024","46870","","Test the successful capture of a payment on a Dual Message merchant by an admin","","","","assert admin cannot capture an already partially captured payment",""
"skipped","Fri Mar 08 12:37:56 ART 2024","Fri Mar 08 12:37:56 ART 2024","0","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert Learn More and Apply Now buttons are correct and visible",""
"passed","Tue May 21 18:56:33 ART 2024","Tue May 21 18:56:34 ART 2024","476","","Test the successful Rewards creation by an admin","","","","""after each"" hook for Test the successful Rewards creation by an admin",""
"passed","Fri Mar 08 12:38:27 ART 2024","Fri Mar 08 12:38:35 ART 2024","7811","","Test the Servicing Portal","","","","assert Accountholder cannot login using invalid OTP in the Servicing Portal",""
"skipped","Tue May 21 19:11:34 ART 2024","Tue May 21 19:11:34 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Fixed - Discount Code Fixed campaign",""
"passed","Tue May 21 18:56:48 ART 2024","Tue May 21 18:56:53 ART 2024","5506","","Test the successful Rewards creation by an admin","","","","""before each"" hook for Test the successful Rewards creation by an admin",""
"passed","Thu Apr 11 01:04:08 ART 2024","Thu Apr 11 01:04:23 ART 2024","15689","","Test the successful Purchase completion in Express Checkout","","","","""before each"" hook for Test the successful Purchase completion in Express Checkout",""
"broken","Tue May 21 19:01:18 ART 2024","Tue May 21 19:01:42 ART 2024","23431","","Test Registration of Accountholders","","","","Verify credit applicant at checkout is rejected and signs up successfully as debit accountholder",""
"passed","Tue Mar 19 14:43:50 ART 2024","Tue Mar 19 14:43:53 ART 2024","2913","","Admin Login Suite","","","","Verify user cannot login with empty fields and proper alerts display",""
"broken","Fri Mar 08 12:29:24 ART 2024","Fri Mar 08 12:29:58 ART 2024","34454","","Test the successful capture of a payment on a Dual Message merchant by a merchant manager","","","","""before all"" hook for Test the successful capture of a payment on a Dual Message merchant by a merchant manager",""
"passed","Tue May 28 12:42:30 ART 2024","Tue May 28 12:42:36 ART 2024","5249","","Test the Heidi Daus's PDP Tandym Widget","","","","""before all"" hook for Test the Heidi Daus's PDP Tandym Widget",""
"passed","Thu Feb 22 00:39:46 ART 2024","Thu Feb 22 00:40:49 ART 2024","62463","","Test the successful Purchase completion in Express Checkout","","","","assert placing an order as a Credit Applicant on Express Checkout and success message includes correct merchant information",""
"passed","Tue Mar 19 14:44:21 ART 2024","Tue Mar 19 14:44:22 ART 2024","1204","","Test the update of the orderId used by Shopify and custom works","","","","assert the orderId value is updated successfully",""
"passed","Tue Mar 19 14:45:19 ART 2024","Tue Mar 19 14:46:25 ART 2024","65751","","Test the successful Purchase completion in Express Checkout","","","","assert placing an order as a Debit Accountholder on Express Checkout and success message includes correct merchant information",""
"skipped","Thu Apr 11 01:05:54 ART 2024","Thu Apr 11 01:05:54 ART 2024","0","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert Save block discount message is correct and visible",""
